English,Domain,Source,SourceFile
"The highest prevailing market prices for maize were observed in the Korr, Loiyangalani and North Horr commodity markets, where prices ranged from Kshs.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin August 2025,Marsabit_DEW_Bulletin_August_202520250911171517.pdf
The location of the markets and prevailing inefficient market functions result in the high pricing.,Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin August 2025,Marsabit_DEW_Bulletin_August_202520250911171517.pdf
predicted to prop up the stable prices over the coming period.,Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin August 2025,Marsabit_DEW_Bulletin_August_202520250911171517.pdf
"117 per kilogram, which is stable compared to the previous month.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin August 2025,Marsabit_DEW_Bulletin_August_202520250911171517.pdf
The price is below the short-term average of Kshs.,Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin August 2025,Marsabit_DEW_Bulletin_August_202520250911171517.pdf
"125 per kilogram, attributed to the previous good harvests from agropastoral zones and injections from external markets.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin August 2025,Marsabit_DEW_Bulletin_August_202520250911171517.pdf
"Moyale, Sololo and Jirime markets recorded the lowest bean prices, ranging from Kshs.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin August 2025,Marsabit_DEW_Bulletin_August_202520250911171517.pdf
"100 per kilogram, attributable to injection of supplies from Ethiopia and harvest of MAM season production.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin August 2025,Marsabit_DEW_Bulletin_August_202520250911171517.pdf
"Contrarywise, Loiyangalani, North Horr and Korr markets still recorded the highest prices for beans, ranging greater than Kshs.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin August 2025,Marsabit_DEW_Bulletin_August_202520250911171517.pdf
This is credited to the location and poor market integration of the three markets.,Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin August 2025,Marsabit_DEW_Bulletin_August_202520250911171517.pdf
increased supply from recent local harvests will maintain bean prices stable in the foreseeable forthcoming period.,Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin August 2025,Marsabit_DEW_Bulletin_August_202520250911171517.pdf
exchange for the sale of a medium-sized goat.,Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin August 2025,Marsabit_DEW_Bulletin_August_202520250911171517.pdf
"This is a very slight decrease compared to the previous month at 103.3 kilograms and way above the normal value for the month at 82.8 kilograms, thus favorable terms of trade at the household level for livestock keepers.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin August 2025,Marsabit_DEW_Bulletin_August_202520250911171517.pdf
"Furthermore, the current terms of trade are 24 percent higher than the short-term average, reflecting the overall trend of livestock keepers' high purchasing power compared to maize farmers throughout the course of the year.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin August 2025,Marsabit_DEW_Bulletin_August_202520250911171517.pdf
"to show above-average trends of the terms of trade, given the relatively good rainfall received across all livelihood zones and the effect of recent harvests.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin August 2025,Marsabit_DEW_Bulletin_August_202520250911171517.pdf
"day, which slightly decreased from 1.25 litres per day across all livelihood zones as recorded during preceding month.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin August 2025,Marsabit_DEW_Bulletin_August_202520250911171517.pdf
"Current milk consumption is same as the short-term average, hence normal for the period.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin August 2025,Marsabit_DEW_Bulletin_August_202520250911171517.pdf
"livelihood zones and assume an increasing trend towards the OND, given the good availability of grazing resources, harvest residue and expected calving, kidding and lambing.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin August 2025,Marsabit_DEW_Bulletin_August_202520250911171517.pdf
indicative of crisis-level food consumption trend.,Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin August 2025,Marsabit_DEW_Bulletin_August_202520250911171517.pdf
The FCS remained stable when compared to the previous month.,Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin August 2025,Marsabit_DEW_Bulletin_August_202520250911171517.pdf
"Figure 16 indicates that 2.5-16.2 percent of households reported poor food consumption scores, while those with borderline scores ranged from 53.3-53.6 percent.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin August 2025,Marsabit_DEW_Bulletin_August_202520250911171517.pdf
with acceptable scores were 28.5- 43.9 percent across the different livelihood zones.,Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin August 2025,Marsabit_DEW_Bulletin_August_202520250911171517.pdf
"noted across the livelihood zones, indicative of crisis level IPC food security outcomes.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin August 2025,Marsabit_DEW_Bulletin_August_202520250911171517.pdf
"A slight increase in poor consumption levels is attributed to worsening food availability situation at the households, especially for stockless households.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin August 2025,Marsabit_DEW_Bulletin_August_202520250911171517.pdf
"The main factors resulting in the persistent inadequate food consumption outcomes are the scale-down of humanitarian assistance, slow recovery from previous drought and market inefficiencies.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin August 2025,Marsabit_DEW_Bulletin_August_202520250911171517.pdf
Table 3.0 above displays food consumption scores across different wards.,Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin August 2025,Marsabit_DEW_Bulletin_August_202520250911171517.pdf
"recorded the lowest score, indicative of emergency level food security consumption outcomes, a situation attributed to insecurity incidences and poor market integration.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin August 2025,Marsabit_DEW_Bulletin_August_202520250911171517.pdf
"Uran, Sagante and Karare wards reported food consumption scores that were within the borderline, indicating that food security outcomes were in Crisis phase.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin August 2025,Marsabit_DEW_Bulletin_August_202520250911171517.pdf
"Crisis level food consumption outcomes are likely to persist in the next month due to insecurity, poor market integration and scale down of humanitarian support.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin August 2025,Marsabit_DEW_Bulletin_August_202520250911171517.pdf
"risk of malnutrition, a slight increase compared to the previous month.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin August 2025,Marsabit_DEW_Bulletin_August_202520250911171517.pdf
"The current MUAC rate is also above the long-term average MUAC at risk threshold of 17.3 percent for the period and the out-of-control limit of 19.7, thus indicative of an increase in malnutrition levels among under-five children, likely due to crisis level food security outcomes.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin August 2025,Marsabit_DEW_Bulletin_August_202520250911171517.pdf
This is largely attributed to the scale down of humanitarian support in addition to insecurity incidences and high commodity prices due to poor market integration.,Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin August 2025,Marsabit_DEW_Bulletin_August_202520250911171517.pdf
malnutrition in the Agropastoral and Pastoral areas.,Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin August 2025,Marsabit_DEW_Bulletin_August_202520250911171517.pdf
"In the Agropastoral Livelihood Zone, 7.7% of children were classified as moderately malnourished, and 14.7% were at risk of malnutrition.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin August 2025,Marsabit_DEW_Bulletin_August_202520250911171517.pdf
"In contrast, the Pastoral Livelihood Zone recorded a lower proportion of moderate malnutrition at 3.94% but a notably higher proportion of children at risk of malnutrition at 23.52%, alongside a presence of severe malnutrition at 0.62%, which was not reported in the Agropastoral zone.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin August 2025,Marsabit_DEW_Bulletin_August_202520250911171517.pdf
"These differences indicate that while moderate malnutrition is more prevalent in agropastoral areas, the pastoral livelihood zone is facing higher acute malnutrition vulnerability.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin August 2025,Marsabit_DEW_Bulletin_August_202520250911171517.pdf
"Index (rCSI) was 19.5, indicative of crisis-level consumption-based coping strategies.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin August 2025,Marsabit_DEW_Bulletin_August_202520250911171517.pdf
This is stable compared to the previous month at 19.2.,Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin August 2025,Marsabit_DEW_Bulletin_August_202520250911171517.pdf
46.9 percent and 34.5 percent of households applied crisis coping strategies in the pastoral and agropastoral zones respectively.,Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin August 2025,Marsabit_DEW_Bulletin_August_202520250911171517.pdf
"applied stressed coping strategies in the pastoral and agropastoral zones, respectively.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin August 2025,Marsabit_DEW_Bulletin_August_202520250911171517.pdf
"and chronic household food security deficiencies, mainly attributed to factors such as reduction of humanitarian support, poor market integration, insecurity incidences and slow recovery.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin August 2025,Marsabit_DEW_Bulletin_August_202520250911171517.pdf
signals the onset of the dry spell.,Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin August 2025,Marsabit_DEW_Bulletin_August_202520250911171517.pdf
"Vegetation conditions remain stable with a county VCI of 48.1 and an NDVI anomaly of 116%, indicating above-normal greenness in most areas.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin August 2025,Marsabit_DEW_Bulletin_August_202520250911171517.pdf
"However, localized deficits persist in wards such as Kargi, Logologo, and parts of Laisamis.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin August 2025,Marsabit_DEW_Bulletin_August_202520250911171517.pdf
"Water sources are currently stable, but surface water is gradually declining, and distances to household and livestock water points have risen slightly.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin August 2025,Marsabit_DEW_Bulletin_August_202520250911171517.pdf
"In the coming month, vegetation is expected to decline further as the dry season continues, while water stress will likely intensify, especially in already deficit-prone wards.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin August 2025,Marsabit_DEW_Bulletin_August_202520250911171517.pdf
"and water availability, but will likely deteriorate in September as pasture and browse quality declines.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin August 2025,Marsabit_DEW_Bulletin_August_202520250911171517.pdf
"Milk production averaged 2.4 litres per household per day in August, above the long-term norm, but is expected to drop gradually as herds move deeper into dry-season grazing areas.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin August 2025,Marsabit_DEW_Bulletin_August_202520250911171517.pdf
"Minimal livestock migration was observed in August, though an upward trend is likely as water and pasture deficits widen.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin August 2025,Marsabit_DEW_Bulletin_August_202520250911171517.pdf
"No drought-related livestock deaths were reported, but multiple disease outbreaks—including PPR, rabies, brucellosis, and camel diseases—pose ongoing risks that could undermine livestock productivity if not controlled.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin August 2025,Marsabit_DEW_Bulletin_August_202520250911171517.pdf
"Crop harvests of maize, beans, and cowpeas helped stabilize household food stocks, but post-harvest losses and pest infestations may reduce available supplies in the short term.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin August 2025,Marsabit_DEW_Bulletin_August_202520250911171517.pdf
stable cereal supplies from harvests and cross-border trade.,Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin August 2025,Marsabit_DEW_Bulletin_August_202520250911171517.pdf
"Household milk consumption was 1.2 litres per day, which is normal, but this is projected to decline in line with falling production.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin August 2025,Marsabit_DEW_Bulletin_August_202520250911171517.pdf
"Household water access is becoming more constrained, with return distances at 7.2 km, and livestock trekking distances rising to 15.4 km.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin August 2025,Marsabit_DEW_Bulletin_August_202520250911171517.pdf
"Both are still normal but trending upward, which suggests that water stress will deepen in September as surface sources diminish further.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin August 2025,Marsabit_DEW_Bulletin_August_202520250911171517.pdf
"This is expected to remain fragile in the coming month, especially in poorly integrated markets such as Loiyangalani, Korr, and North Horr, where food access challenges are already pronounced.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin August 2025,Marsabit_DEW_Bulletin_August_202520250911171517.pdf
"Nutrition outcomes worsened in August, with 22.1% of under-fives at risk of malnutrition, well above the seasonal threshold.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin August 2025,Marsabit_DEW_Bulletin_August_202520250911171517.pdf
"This trend is likely to persist or worsen in September due to reduced milk availability, insecurity, and limited humanitarian assistance.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin August 2025,Marsabit_DEW_Bulletin_August_202520250911171517.pdf
"Coping strategies also reflected household stress, with an rCSI of 19.5, above the normal limit.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin August 2025,Marsabit_DEW_Bulletin_August_202520250911171517.pdf
"Families are expected to continue adopting crisis-level coping mechanisms, including reducing meal portions and skipping meals, as food access deteriorates further.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin August 2025,Marsabit_DEW_Bulletin_August_202520250911171517.pdf
"Livestock vaccination, vector control, deworming, and disease control.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin August 2025,Marsabit_DEW_Bulletin_August_202520250911171517.pdf
Provision of food to low-cost boarding primary and secondary schools.,Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin August 2025,Marsabit_DEW_Bulletin_August_202520250911171517.pdf
"Situation & EW Phase Classification Biophysical Indicators Rainfall: In the month under review, northern and eastern parts of the County received relatively higher amounts compared to the central and southern parts.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
"Vegetation Condition: The VCI stood at 45.2, which is within the normal range of 35–50, though some wards reported moderate vegetation deficit.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
"NDVI anomaly was 90% of the long-term average, showing normal vegetation greenness.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
Water Sources: Water sources are drying up with frequent breakdowns of boreholes being reported.,Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
Groundwater recharge has declined.,Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
"Socio-Economic Indicators (Impact Indicators) Production Indicators: Most livestock species had body condition scores between 3 and 4 (fair to good), which is the normal range.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
"Households produced an average of 1.5 litres of milk per day, which is normal.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
"Livestock migration patterns remained normal, with migration along traditional routes.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
"Moyale Sub- County reported ongoing cases of PPR and CCPP, as well as camel respiratory diseases and reproductive issues in small stock.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
Laisamis reported camel HS and PPR in goats.,Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
"North Horr experienced high PPR incidence, outbreaks of rabies, and camel mortalities, while Saku reported rabies among various species and diarrhea deaths in kids, likely due to PPR.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
"Access Indicators: The ToT stood at 105, well above the normal threshold of 91, exhibiting favourable exchange terms for pastoral households.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
Households consumed an average of 1.0 litres per day.,Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
"Household return distance to water was 7.3 km (normal range 0–8.0 km), and livestock trekking distances were 15.1 km (normal <15.0 km).",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
"Utilization Indicators: 29.0% of children under five were at risk of malnutrition, which is above the normal threshold of 0–18.2%.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
"The Reduced Coping Strategy Index (rCSI) was 20.4, higher than the normal threshold (<18), indicating that households increasingly relied on crisis-level coping strategies.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
"The Food Consumption Score (FCS) was 30.1, below the normal threshold (>35).",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
An increase in the proportion of households in the poor food consumption group was noted in all the livelihood zones.,Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
Households applied crisis-level coping to address large food consumption gaps.,Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
(NDVI) and Rainfall for Estimate (RFE) and the corresponding historical averages.,Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
"According to the illustration, the month under review experienced an increase in precipitation levels in October, albeit at 74 percent of the long-term average across the three dekads.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
"The 3-month NDVI anomaly for October 2025 indicates slightly below-normal vegetation conditions, at 90 percent of normal.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
"recorded, respectively, over a period of four to seven rainy days.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
"The highest daily rainfall was observed at the Moyale Station on 27th October, with 40.2 mm recorded.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
"were recorded across the Mountain, Sagante, and Karare areas.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
varied rainfall in October 2025.,Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
"Most areas, including Maikona, Kargi, Laisamis, and parts of Loiyangalani, recorded low rainfall ranging between 0–4 mm.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
"Moderate rainfall (4–12 mm) was observed in Dukana, Turbi, and North Horr, while higher rainfall amounts (12–20 mm) were recorded in the eastern parts, notably Golbo, Obbu, and Butiye.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
"A few localized areas, such as Logologo, experienced rainfall exceeding 20 mm.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
"Generally, the county exhibited poor spatial variability, with northern and eastern parts receiving relatively higher totals compared to the central and southern parts.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
normal to above- normal greenness.,Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
"However, central and southern parts of the County, including pockets of Kargi, Korr, Karare, Logologo, and Laisamis, indicate moderate to severe vegetation deficits.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
Extreme deficits are particularly concentrated in southern zones like Kargi and Laisamis thus indication of vegetation deterioration as dry than usual conditions.,Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
"While a few wards, such as Kargi and Loiyangalani, recorded notable improvements, most wards, particularly Laisamis, Logologo, Heillu, and Illeret, recorded declining VCI values, indicating worsening vegetation conditions.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
"Northern wards, such as Dukana, Maikona, and Karare, remained stable with above-normal greenness; however, these gains did not offset the broader decline observed in the southern and eastern parts of the county.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
"Generally, vegetation conditions deteriorated from September to October, driven by the persistence of drier-than-usual conditions across most parts of the County.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
"18 percent of the pasture was rated as good, while 50 percent was rated as fair.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
"This represents a deterioration from the previous month, where 20 percent of pasture was reported as good and 60 percent was rated as fair across all livelihood zones.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
"The deterioration is largely attributed to the hot and dry weather conditions experienced across the County, especially in the first two dekads of the month.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
"A major factor restricting access to pasture is the proliferation of invasive plant species, particularly Acacia reficiens and Prosopis spp., which are rapidly encroaching on grazing areas.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
"In Laisamis Sub-County, Prosopis spp. and Acacia reficiens are estimated to cover approximately 3,000 hectares and 20,000 hectares, respectively.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
"In Saku Sub-County, key invasive species include Capparis tomentosa, Solanum incanum, and Lantana camara.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
"The Prosopis invasion is also aggressively spreading in parts of Golbo and Butiye wards of Moyale Sub-County, posing a significant threat to pasture availability.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
"zones, with 21 percent rated as good and 63 percent as fair.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
"This marks a slight deterioration compared to the previous month, which recorded 28 percent good and 60 percent fair.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
The deterioration is attributed to the persistent drier-than-usual conditions experienced across the County.,Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
"Despite the decline, browse quality and quantity are expected to remain above normal in most areas of the County over the short term.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
Available forage across the different livelihood zones is projected to sustain livestock up to the onset of the next rainy season.,Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
"notable increase in the use of surface water sources, and slight decreasein the use of ground and subsurface sources.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
"Boreholes remained the most utilized water source, accounting for 37.5 percent of total usage, followed by shallow wells at 24.5 percent.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
traditional river wells recorded 10.8 percent.,Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
"The availability of surface water has slightly increased due to the increase in precipitation levels in the second half of the month, which is typical for this time of the year.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
"Water stress and borehole breakdowns were reported across several sub-counties in Marsabit County, affecting both human and livestock access to water.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
Several boreholes across Marsabit County have broken down or are experiencing severe water stress.,Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
"Sub-County, the affected boreholes include Shashafi, Muthama, Kooba, and Bori.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
"Sub-County reports breakdowns in Gudas, Soriadi (Logologo), California, Halisurwa, Balaah, Saanget, Tubcha, and Gambare all requiring repair and rehabilitation.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
"Additional affected sites in the sub-county are Kambinye, Kargi, Gangeisa, and Torri Rammo boreholes.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
"In North Horr Sub-County, Bubisa I, Bubisa II, and Marine (Elhadi) boreholes are nonfunctional.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
"Lastly, in Saku Sub-County, the Shegel–Abbatoir borehole has also broken down.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
Urgent maintenance and rehabilitation interventions are needed to restore water access in these affected areas.,Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
"a slight decrease from 7.9 km in the previous month to 7.2 km (within normal), attributed to increased precipitation levels in the latter part of the month.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
breakdown of boreholes and drying up of the majority of open water sources persist across all livelihood zones.,Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
"averaging 10–12 litres per person per day, compared to the typical 15–20 litres in all the livelihood zones.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
"Waiting times at water sources slightly decreased, ranging between 35– 50 minutes in agro-pastoral zones (down from prevoious month’s 45–60 minutes) and 45– 60 minutes in pastoral zones (down from prevoious month’s 60–90 minutes).",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
decrease in the next month across the livelihood zones.,Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
