English,Kiswahili,Ekegusii,Domain
"He called out to the hornets, Hey hornets! Come see! It is raining! Quick - get inside my gourd and it will keep all of you dry. Hornets dont like to get wet, so they all flew into Anansis gourd.","Kisha akawaita manyigu, “Aisee manyigu! Njooni mwone! Mvua inanyesha! Haraka – ingieni ndani ya kibuyu changu ili mjikinge na mvua. Manyigu hawapendi kulowa maji; kwa hivyo, walikimbilia ndani ya kibuyu cha Anansi.","Koruoo akarangeria ebiarambe biria, “inwe ebiarambe ebi! Inchwo morore! Embura yature! Bwango bwango soa igaa ase ekerandi kiane kebakenge korwa ase embura.” Momanyete ebiarambe tibiancheti gotwerwa, igo bikairuruka bigasoa ekerandi keria kia Anansi ime.",Literature
"Then Anansi quickly spun a web across the opening so the hornets couldnt get out no matter how much they buzzed. He carried them up to heaven and showed them to the Sky God. But Nyame just said, Wheres the last one? (He wasnt laughing so much anymore.)","Kwa haraka, Anansi aliutungia utando wake kwenye mlango ili manyigu wasitoke kamwe. Akawabeba wote hadi juu kwa Mungu wa Mbinguni. Lakini Nyamae akasema, “Mnyama wa mwisho yu wapi?” (Wakati huu hakucheka).","Anansi bwango bwango agasiba omonua oria bwekerandi keria erinde ebiarambe biria tibibaisa gosoka nonya biarenge konyakorera. Akabibogoria mbaka Igoro onyasaye gochia komworokia Nyasae. Rakini Nyame akamoboria, “Ng’ai omonyama oria bwomoiso ore?” (bono akaba tarigoseka naende).",Literature
"So Anansi went down to earth again. He thought and thought and he thought, but he couldnt come up with a plan. So he asked his wife, who had a very good idea. Together they found a good long thick branch and some strong vines. When they got near the stream where the snake lived, they began to argue. The branch is longer! No, it isnt! Yes it is!","Kwa hivyo, Anansi akarudi ardhini tena. Alifikiri na kufikiri, lakini hakuna wazo zuri lililomjia akilini. Basi akamwuliza mkewe aliyekuwa na wazo bora sana. Walishirikiana kutafuta kijiti kimoja kirefu na kamba dhabiti. Walipofika karibu na mto alimoishi nyoka, walianza kubishana. “Kijiti hiki ni kirefu zaidi!” “hapana si kirefu!” “Ndio, ni kirefu!”","Igo naende Anansi agaika gochia ase ense. Akarengeereria naende, rakini agasinywa korosia omoroberio. Igo akamoboria omokungu oye, oyio omoete obong’aini obuuya. Bonsi babere bakanyora ensagisagi engiiya enetu ne’megoye emekongu. Ekero barenge ang’e noroche ase eng’iti yamenyete, bagachaka koamererania. “oronsaginsagi oro norotambe.” “Yaya, tirori rotambe!” “Ee norotambe!”",Literature
"Soon the snake came out and asked what the argument was. I was arguing with my wife, said Anansi. She says this stick is longer than you are. But I dont agree. Of course Im longer than that stick! said the snake. Im very long! Im a huge snake! Just put your stick next to me and measure!","Mara nyoka akatokea kwenye maji akawauliza sababu ya mabishano yao. “Mke wangu anasema kwamba kijiti hiki ni kirefu kuliko wewe,” Anansi alisema. “Lakini mimi sikubaliani naye.” “Lakini ni wazi kwamba mimi ni mrefu kuliko kijiti hicho!” nyoka alisema. “Mimi ni nyoka mrefu sana! Hebu weka kijiti karibu nami nijipime.”","Ake igo, eng’iti eria egasoka na kobaboria ninki barenge koamererania. “Nigo narenge koamererania namokane oyo, “ Anansi agateba, “Okoba agoteba buna egete eke negetambe gokobua. Rakini tinyancheraneti.” Ayio namaene inche nomotambe nde kobua egete ekio!” eng’iti erai ekabatebia. “nche nomotamber mono! Nigo inde omonene mono! Beka ango egete ekio ang’e nainche monyare gopima!”",Literature
"So Anansi did that, and he tied the snake to the stick with his vine to keep him straight. When he was all tied up, Anansi took the snake up to heaven.","Anansi alifanya hivyo. Kisha akamfunga yule nyoka kwenye kijiti kile kwa kutumia kamba ili kumnyoosha sawasawa. Baada ya kumfunga huyo nyoka vizuri, alimbeba hadi juu mbinguni.","Igo anansi agakora igo nagosiba eng’iti eria nomogoye oria erinde eng’iti eria enyare koramboka kabisa ase egete keria. Ekero akorete gosiba eng’iti eria nemegoye eria, anansi akayebogoria akayeira mbaka igoro onyasae.",Literature
"Nyame had to admit that Anansi had paid his price. So he went to his wooden box, opened the lid, and gave all the stories to Anansi. Anansi carried the stories triumphantly down to earth. He shared them with his wife, and with all the other animals and people. Stories are for telling, not for keeping in wooden boxes.","Nyamae akaridhika kwamba Anansi alikuwa ametoa malipo ya kutosha. Basi akafungua sanduku lake la mbao, na akampa Anansi hadithi. Anansi alizibeba hadithi hizo kwa ushindi mkubwa hadi ardhini. Akazigawa kwa mke wake, na watu wengine pamoja na wanyama, kwa sababu hadithi ni za kuhadithia wala si za kuficha kwenye sanduku.","Abwo Nyame agancherana buna Anansi oakaneire egasi eria amotebetie. Igo akagenda ase esanduku eria yabwate emegano, akayeigora, nakomoa Anansi emegano eria yonsi. Anansi akayebogoria nomogoko bwensi gocha nse ase ense. Akayenoga namokaye amo nemenyama nabanto bonsi pi. Ekiagera gose emegano noyekonogwa tari eyokogacha ase chisanduku chiemete.",Literature
"Long ago, there was no night in Opios village. People slept when they were tired and worked when they were awake.",Hapo zamani za kale hapakuwa na usiku katika kijiji cha kina Opio. Watu walilala wakati wowote ule waliposikia uchovu. Walifanya kazi walipokuwa hawajalala.,"Kare sana, botuko mbwarengeoo ase ekenyoro kia Opio. Abanto nigo barenge korara kobarosire nagokora egasi ekero babogete.",Literature
"One day Opio went out hunting with his dogs. After a short time, his dogs started to chase an antelope. Opio followed them. He ran for many hours. Every time he became tired, he rested. Then he would run again. But he could not find his dogs.","Siku moja Opio alienda kuwinda na mbwa wake. Baada ya muda mfupi, mbwa waliona paa wakaanza kumfukuza. Opio aliwafuata. Alikimbia kwa masaa mengi. Kila alipochoka alipumzika na kisha kuanza kukimbia tena. Lakini hakuwaona mbwa wake.",Rituko erimo Opio nigo arenge nomogoko omonene ekiagera nario ritang’ani riaye koinda ere bweka. Opio akarangeria chisese chiaye nakogenda koinda nachirochio. Ake igo chisese chiria chigachaka kominyokia engabi.,Literature
"After many days, he came to a village. He went to one of the houses and said to the owner, I have chased an antelope for a long time and I am very tired. I want to rest. The man said, Sit down and rest. Would you like some beer? Opio was very thirsty so he drank some. Then he went to sleep.","Baada ya siku nyingi alijipata katika kijiji kingine. Akaingia kwa nyumba moja akamwambia mwenye nyumba, “Nimekuwa nikimfukuza paa kwa muda mrefu na sasa nimechoka. Nahitaji kupumzika.” Mwenye nyumba akamwambia, “Ebu keti upumzike. Je, ungependa pombe kidogo?” Kwa vile Opio alikuwa na kiu alikunywa pombe kidogo kisha akalala.","Opio agachibwatia. Akaminyoka chinsa chinyinge. Kera engaki aigwete orosire, nigo arenge gotimoka. Erio naende ominyoka. Chisese chiria chikamosireria. Amatuko amange agaeta, agaika ekenyoro ase abanto baikaransete isiko yechinyomba chaibo. Akagenda ase enyomba eyemo nakoboria omonyene, ‘Nigo narenge koinda engabi egekaegetambe mbaka narosire. Enagania gotimoka ake.” Omonyene enyomba egateba, “Ikaransa nse igaa. Naki nonywea amaru?” Opio nigo arang’ete sana igo akanywa make. Koruoo akagenda korara.",Literature
"When he woke up, he couldnt see. He opened and closed his eyes many times. You have given me something very bad to drink, he said to the man. I cant see properly anymore! There is nothing wrong with you, the man replied. Its night now. Havent you ever seen night? When the day leaves, the night comes.","Alipoamka alishindwa kuona. Alifunga na kufungua macho yake mara nyingi. “Ulinipa kinywaji kibaya,” alimwambia mwenye nyumba. “Siwezi tena kuona sawasawa.”","Ekero abogete, tanyareti korora. Agatema komiamia amaiso aye na koramokia mara amange korende wapi. Ake igo, agachaka korora omonto oria omonyene enyomba. Akamotebia, “Ekwang’a egonto ekebe sana. Tindi konyara korora buya.”",Literature
Opio asked many questions about the night. He began to like it very much. He and his new friend talked until morning. He stayed for another day so that he could see the night come again.,"“Hakuna kitu kibaya na macho yako yako sawasawa,” Mwenye nyumba alimwambia. “Ni usiku sasa hivi. Kwani hujawahi kuona usiku tena? Siku ikiisha, usiku hufuata.” Opio aliuliza maswali mengi kuhusu usiku. Akapendezwa sana na jambo la usiku.Yeye na rafiki yake mpya walizungumza hadi asubuhi. Alikaa kwake kwa siku nyingine moja ili aone usiku ukiingia tena.","Omonyene oria agateba, “Kende tikeiyo kebe naye. Bono iga mbotuko. Yaani tikwana komanya botuko? Ekero omobaso okoera, obotuko nigo bogosoa. Nigo tobwate chinsa ikomi na ibere chio’mobaso na ikomi na ibere chio’botuko. Nigo togotimoka botuko negasi twakora mogaso. Ng’ai omenyete, timobwati botuko kenyero kiaino?” Opio akababoria amaboria amange. Agachaka gwancha amairanerio abo mono sana. Agatiga korara naende. Ere nomonyene bagakwana mbaka mambia. Opio akagania koberaoo rituko rinde erinde anyare korora obotuko bonde.",Literature
"The next morning he asked his friend, How can I take the night to my own village? I want my people to see the night. When it starts to get dark this evening, walk to your village. If you look straight in front, the night will follow you. But you must not look back. If you look back, the night will go away.","Asubuhi iliyofuata, yule jamaa, alimweleza Opio, “Giza likianza kuingia leo tembea kwenda kijijini kwenu. Ukitembea huku ukiangalia mbele usiku utakufuata. Hupaswi kamwe kuangalia nyuma. Ukiangalia nyuma usiku utapotea.”","Akarara mogaso. Korende akaboka obotuko botaraika. Akaboria omonyene oria amoorokie buna aranyare kobogoria obotuko boria gochia ekenyoro kiaye. Ekiagera nigo aganetia abanto baye nabarabwo bamanye obotuko. “Genda ase omogambi oito, nere oragotebie,” omonyene oria akamotebia. Omogambi oria akamotebia atare mbaka ekenyoro kiabo obotuko boria bwarenge kobwatia. Tabaisa korigereria magega. Ekiagera aise korigereria magega, nigo obotuko borasire. Aise korigereria bosio bwaye, obotuko boria nigo bokomobwatia baka sobo.",Literature
"Opio did as he was told. That evening, he began to walk towards his village. He felt the dark night behind him as he walked. He wanted to look back. But he did not.",Opio alifanya alivyoambiwa. Usiku huo alianza kutembea akielekea kijijini kwao. Alisikia giza la usiku likimfuata nyuma yake. Alitaka kuangalia nyuma lakini hakuangalia.,Opio agakora buna atebetigwe. Agachaka koirana ekenyoro kiaye emarogoba eria yarenge kobwatia. Akagania korigereria magega. Korende tarigerereti. Akanya gosuka ang’e n’ekenyoro kiaye. Ake ake agachaka korora ekenyoro kiaye nabasani baye.,Literature
"When he came to his village, the villagers were afraid. What disease have you brought to us, Opio? they asked. What is this dark thing following you? Opio said, My friends, this dark thing is called night. Now you are afraid and I was afraid, too.","Alipofika kijijini kwao, wanakijiji waliogopa. “Opio, ni ugonjwa gani huu uliotuletea?” walimwuliza. “Ni nini hiki cheusi kinachokufuata nyuma yako?” Opio akawaeleza, “Ndugu zangu kitu cheusi kinachonifuata kinaitwa usiku. Mnavyoogopa ndivyo nilivyoogopa pia.”","Opio akaigwa obororo. Agatebia abanyakenyoro tibabaisa kooboa. Akabatebia, “Obotuko tibori bobe. Koru bono ntonyare gotwara obotuko nomogaso. Goika ing’irane naende inchie kwoyia obotuko naende.”",Literature
"But you will learn to like the night. When the light comes we can work and when night comes, we can rest.",“Lakini hata nyinyi mtapenda usiku. Mwangaza ukija tutaweza kufanya kazi. Na usiku ukiingia tutapumzika.”,"Opio akairaneria, “Abasani bane, egesunte eke nigo gekorokwa obotuko. Ekero omobaso ogochicha nigo togokora egasi nekero obotuko bogochicha, nigo torabe togotimoka na korara.”",Literature
And that is how night came to Opios village.,Na hivyo ndivyo usiku ulivyoingia kijijini kwa kina Opio.,Naigo nabo obotuko bwaigete ase ekenyoro ki’Opiyo.,Literature
"Once upon a time there was a poor man and his wife. They had only one child, a girl. The childs name was Nonkungu. Her parents loved Nonkungu very much.",Paliishi mtu maskini na mkewe. Walikuwa na binti yao mrembo aliyeitwa Nonkungu.,Abwo kare Omosacha oyomo narengeoo amo na mokaye. Nigo babwate omwana oyomo bweka omoiseke nerieta riaye nigo arenge korokwa Nonkungu. Nonkungu nigo arenge omuya ekieni naende abwate enkoro engiya.,Literature
"One day her parents decided to send her to stay with her rich Uncle Mtonyama. Nonkungus mother made a special skirt with ribbon, buttons and beads. She also made a beautiful bead necklace for Nonkungu. Then she sent her off to her uncles village.",Siku moja wazazi walimtuma Nonkungu akaishi na mjombake tajiri. Mamake alimtengenezea Nonkungu mkufu wa shanga na rinda alilolirembesha kwa shanga.,"Rituko erimo, abaibori baye bakaamua komotoma gochia komenya na Ise moke orenge etachiri naende orenge korokwa Mtonyama. Ng’ina Nonkungu akamoroseria esikati yabwate emengori, ebibungo amo namaritati ande. Naende akamoroseria rindere ri’ebigoti.",Literature
On the way Nonkungu came to a stream. She crossed the stream using the stepping stones. On the other side she met a young girl wearing rags.,Nonkungu alivuka mto na kukutana na msichana aliyevaa matambara.,Nchera gakogenda akaumerana noroche. Agatamboka oroche roria kagotacha amagena arengeoo. Ase eng’umbu eria yende akaumerana nomoiseke oyomo obegete chiyanga amachanchabe.,Literature
"Where are you going? asked the young girl. Im going to visit my Uncle Mtonyama, said Nonkungu. Well, Mtonyama is my uncle, too and I am also on my way to visit him, said the young girl. So they walked on together.","“Unaenda wapi?” Yule msichana alimwuliza. “Ninamtembelea mjombangu Mtonyama,” Nonkungu alisema. “Ala! Mtonyama ni mjombangu pia nami namtembelea,” yule msichana akasema. Wakatembea pamoja.","“ing’ai ogochia” omoiseke oria akamoboria. “Nigo inkogenda komotarera tata moke Mtonyama,” Nokungu akamoiraneria. Ero bono, Mtonyama gose nainche tata moke, nainche noo ngochia komokwania,” omoiseke oria akamotebia.",Literature
"Before they had gone very far, the young girl said, Your skirt is so beautiful and your beads are so pretty. Please let me try them on. So Nonkungu took off her skirt and beads and gave them to the young girl.","Yule msichana akasema, “Rinda lako ni zuri na mkufu wako unapendeza. Hebu nivae nione zitakavyonikaa.” Nonkungu alimpa rinda na mkufu.","Bataragenda egeka egetambe, omoiseke oria akamotebia, “esikati yao nengiya namaritati aye n’amaya mono. Gaki ing’a inyeteme ndore gose komba ere buya.” Igo Nokungu akarusia esikati eria n’erindere riria abegete igoti akaaa omoiseke oria.",Literature
"When the girl took off her rags and changed into Nonkungus clothes, Nonkungu saw that the young girl had a tail! Nonkungu was afraid. She knew now that the young girl was really an imbulu.","Msichana huyo alipovaa nguo za Nonkungu, Nonkungu aligundua kwamba alikuwa na mkia! Yule msichana alikuwa Imbulu.","Ekero omoiseke oria arusia chianga chiaye chiarege amachanchabe nakobeka chiria chingiya chia’Nokungu, Nokungu akarora buna nigo abwate ekemincha! Nokungu akaondoka sana. Akamanya buna omoiseke oria nigo arenge Eimbulu.",Literature
"They walked on together. Please give me back my skirt and my beads, asked Nonkungu. But the imbulu answered, Let me wear them until we get to that tree. She pointed to a tree on the hill.","Nonkungu alipomwambia amrudishie rinda na mkufu, Imbulu alisema, “Wacha niendelee kuvaa kidogo.","Bakagenderera norogendo rwabo. “Gaki ing’a chiayanga chiane n’erindere riane,” Nokungu agateba Gotatiga rende Eimbulu eria egateba tiga mbeke baka ase omote ooria.” Akaraga omote orenge egetunu igoro.",Literature
"When they reached the tree, Nonkungu said to the imbulu, Please give me back my skirt and beads. Just let me wear them until we get to the next stream, said the imbulu. Nonkungu was afraid, so she agreed.","Baadaye, Nonkungu alimwambia Imbulu tena, “Tafadhali nirudishie rinda na mkufu wangu.” Hata hivyo, Imbulu hakumpatia.","Ekero baigete ase omote oria, Nonkungu agatebia Eimbulu eria, “Gaki ing’a esikati yane amo n’erindere riane.” “Tiga aye mbibeke baka toike ase oroche ronde rore bosio bwaito, Eimbulu eria ekamotebia. Nonkungu akaba nobwoba obonge, igo agancherana tu.",Literature
"At last they reached the stream. Again Nonkungu asked the imbulu, Please give me back my skirt and my beads. Just let me wear them until we get to that hut where the women are sitting, said the imbulu. So they walked on.",Waliufikia mto lakini Imbulu bado hakumrudishia Nonkungu rinda wala mkufu.,"Omoerio bagaika ase oroche roria. Naende Nokungu akaboria Eimbulu eria, “Gaki ing’a chiayanga chiane n’erindered riane.” “Tiga aye mbeke baka ase enyomba eeria ase abakungu baria baikaransete, Eimbulu eria ekamotebia. Igo bakagenderera",Literature
"When they reached the hut, the imbulu pushed Nonkungu back and called to the women sitting by the hut. Look at this girl wearing rags. She has been following me all day. I wish she would go away, said the imbulu. Nonkungu was so ashamed and so frightened that she ran hid in the kraal.","Walipofika kwenye boma, Imbulu aliwaambia wenyeji kwamba Nonkungu alikuwa akimfuata siku nzima. Nataka aniondokee.” Nonkungu aliaibika akajificha.","Ekero baigete ase enyomba eria, Eimbulu eria ekamosuguma Nokungu ensemo na gwetang’ania bosio bwaye nagotebia abakungu baria baikaransete ase enyomba eria, “Rigereria omoiseke oyo obegete chiyanga amachanchabe. Ombwatirie rituko rigima. Inyore",Literature
"Then the imbulu went to Uncle Mtonyamas hut. She said sweetly, I am your niece, Nonkungu. My parents sent me to stay with you. Mtonyama welcomed the young girl. He and his family were very kind to the imbulu. But poor Nonkungu had to sleep in the kraal and share the dogs food.","Imbulu alimwambia Mtonyama, “Mimi ni mpwa wako, Nonkungu. Wazazi wamenituma niishi nawe. Walimfurahia sana huku Nonkungu akilala nje.","Koruoo Eimbulu eria ekagenda nyomba mwa Isemoke Mtonyama nakomotebia, “Ninche moigwa oo, Nokungu. Abaobori bane nigo bantoma komenya naye.” Mtonyama akaarigania omoiseke oria nyomba. Ere nenka yaye bakaba abororo ase eimbulu eria. Rakini Nokungu akarara",Literature
"During the day Nonkungu went to the fields, hid in the corn, and sang: Oh misery me, misery me. I was sent by my father and mother to stay with my Uncle Mtonyama. On the way I met an imbulu and she took my skirt and my beads. Oh misery me, misery me.","Nonkungu aliimba: Matatizo matatizo! Wazazi walinituma, Kwa mjomba Mtonyama, Kakutana na imbulu, Nguo zangu kachukua, Matatizo matatizo!","Mambia yaye Nokungu akagenda mogondo, akebisa ase chibando ime nagotera: “Gaki nche nachandekire, nachandkire. Ingatomwa na tata na mama ominto Kogenda komenya na tata moke Mtonyama. Nchera ginkogenda nkaumera Eimbulu akaira esikati yane",Literature
"One day, one of Mtonyamas brothers was walking in the fields. He heard the strange and beautiful song. He didnt know who was singing, but when he got home, he told Mtonyama the words. Mtonyama went into the fields. He heard the song, and looked until he found Nonkungu.",Nduguye Mtonyama alitembea shambani na kusikia wimbo mtamu. Alirudi nyumbani akamweleza Mtonyama. Mtonyama alienda kuusikiliza akamwona Nonkungu.,"Rituko erimo, oyomo bw’abamura bamwabo Mtonyama ngoeta arenge getii ekero aigwete eriogi riria riogotera koria okuya. Tamanyete ase ogetora kwarenge korwa korwa, gotatiga ekero aigete nka agatebia Mtonyama amang’ana aria. Abwo abwo, Mtonyama akagenda mogondo. Akaigwa ogotera koria",Literature
"Nonkungu told him what had happened, how the imbulu had taken her beautiful clothes. Mtonyama took her back to his place and hid her in a hut. Mtonyama knew what he was going to do to catch the imbulu.",Nonkungu alimweleza jinsi alivyodanganywa na Imbulu. Mtonyama alimpeleka nyumbani akapanga kumwadhibu Imbulu.,"Nokungu akamotebia bionsi biria biakorekanete, buna eimbulu eria yairete eyanga yaye engiya, nakomotebia abeke amachanchabe. Mtonnyama akamoira ase enka yaye akamobisa ase enyomba yende eng’ao. Mtonyama akamanya buna arenge gochia gokora erinde atege",Literature
Mtonyama had heard that an imbulus tail loves milk and that it cant go past milk without drinking some. So he told his men to dig a deep ditch and to fill the ditch with sour milk. Then he called all the girls of the village to take part in a jumping competition.,Mtonyama alisikia kwamba mkia wa Imbulu ulipenda kunywa maziwa. Wafanyi kazi wake walichimba shimo wakalijaza maziwa. Wasichana wote kijijini walishindana kuruka.,Mtonyama konyora oigure buna ekemincha k’ieimbulu nigo gianchete amabere naende tikegoetania mabere getaranywa nonya namake igo. Igo agatebia abamura baye bareme engoro nakoyeichoria n’amabere amaruranu. Erinde akabarangeria abaiseke bonsi bekenyoro basindane,Literature
The imbulu was worried. She did not want to jump over the ditch. She knew that her tail would be thirsty for the sour milk. So she went into a hut and tied her tail to her body as tightly as she could. Then she took her place with the other girls.,Imbulu alikuwa na hofu. Alijua mkia wake ungetamani maziwa. Aliufunga mkia na kuukazia kwenye mwili wake.,Omoiseke oria obegete eyanga eria ya Nokungu namaritati amo n’erindere riaye akaoboa sana. Tatagete gocharoka igoro yengoro eria yabwate amabere. Namanyete buna ekemincha kiaye korang’a kiarenge okoba y’amabere aria. Igo akagenda enyomba gete agasiba ekemincha keria ase,Literature
"One girl after another jumped over the ditch. At last it was the imbulus turn. She tried to jump high over the ditch, but her tail broke loose. The imbulus tail pulled her down, down, down into the sour milk.","Ilipokuwa zamu ya Imbulu kuruka, mkia wake ulifunguka ukamvuta chini, chini, chini kwenye shimo la maziwa.","Omoiseke oyomo korwa ase oyonde bagachaka gocharoka igoro yengoro eria. Omoerio egeika engaki y’eimbulu eria gocharoka. Agatema gocharoka igoro kabisa yengoro eria, gotatiga ekemincha keria kiaye kegasiboka nakomongusa nse, nse kabisa baka ase amabere aria",Literature
"As the imbulu struggled in the sour milk, the men quickly filled the ditch with sand and buried her. That was the end of the imbulu. Nonkungu stayed happily with her uncle for a long, long time. And that is the end of the story.","Imbulu alipokuwa akitapatapa ndani ya maziwa, wanaume waliliziba lile shimo na kumzika. Nonkungu aliishi na mjombake kwa furaha kwa miaka mingi. Na huo ndio mwisho wa hadithi.","Buna riria eimbuluu eria egendererete kwerania ase amabere aria, abamura baria bagakuneka engoro eria nakomokunekeria. Noyio noro orenge omoerio bw’eimbulu eria. Nokungu akamenya nomogoko na ise moke ase engaki etambe mono. Noyio noro omoerio",Literature
"Shhhu! says Grandmother. Its so hot! And this pot is so heavy. Lets sit in the shade of the tree and rest a bit. She wipes the sweat from her face and makes herself comfortable among the arms of the roots. Selma stands with her hand on the smooth skin of the baobab while her brother, Toivo, walks round the trunk to see how wide it is. This tree is very old, isnt it, Grandmother? Yes, Selma, it is. But it is not as old, or as big as the tree at the village of Ombalantu! Ombalantu? The village near here? asks Selma. Please tell us about the tree there, begs Toivo. Then sit and listen, says Grandmother and she begins her story.","Shhhu! Nyanya alisema. “Kuna joto kali. Na chungu hiki ni kizito sana. Ebu tupumzike kidogo chini ya kivuli cha mti.” Alijipangusa jasho usoni huku akijiegemeza kwenye mbavu za mizizi ya mti. Selma naye alisimama huku kashika kiuno chororo cha mbuyu kwa mkono mmoja. Naye ndugu yake, Toivo, aliuzungukazunguka ule mbuyu akiangalia ukubwa wake. “Nyanya, mbuyu huyu ni mzee sana, sivyo?” “Ndiyo, Selma. Lakini sio mzee au mkubwa zaidi ya mbuyu ulio katika kijiji cha Ombalantu! Ombalantu? Kijiji hicho ki karibu? Selma aliuliza. “Tafadhali tueleze kuhusu mti huo, Toivo alisema. “Basi keti usikilize, nyanya alisema huku akianza kuhadithia.","“Shhhu!” Magokoro agatotebia. “Riberera riaichore! N’enyongo eye yaritoire mono. Toikaranse ango nse yomote oyo totimoke ake.” Agetinyia ebigeri korwa obosio bwaye na goikaransa buya gatigati yemeri yomote oria. Selma agatanena namaboko aye kare ase risankwa riomote oria namomura omwabo, Taiyo, kagotara goetanana omote oria korora obonene baye. Omote oyo nigo ore omogotu sana, tari bo, magokoro?” “Ee Salma, omote oyo nomogotu ore. Gotatiga tori mogotu mono igo gose omonene igo buna omote ore sobo Ombalantu! Ombalantu? Ekenyoro keria kere ang’e aiga?” Salema akaboria. Gaki totebie igoro yomote oria bwororo,” Taiyo akamwebereria. “Ikaransa bono nse naende motegerere bono mbatebie“Magokoro agateba kagochaka omogano.",Literature
"There was once a girl called Thaimi who lived in the village of Ombalantu. One day she went with her brother, Angula, to fetch water. While Thaimi was filling her pot Angula saw a hare. He ran after it. He ran and ran and ran - but do you think he could catch that hare? He could not. The hare was too quick for him. Thaimis pot was full and she was ready to go home. She looked around but she could not see Angula. She did not know where he had gone. But, she did know that she couldnt go home without her little brother. So she set out to look for him. She walked and she walked and she walked. At last she found him lying in the grass behind a large anthill. As she came close he held his finger to his lips. Why did he want her to be quiet? Close by a group of strange men were resting. The men had bows and arrows...and spears! Thaimi could hear their voices. Angula, she whispered, after she had listened for a bit. Those men are raiders. They have come to steal our cattle and burn our village. Come quickly. We must run home and warn the village. So very quietly Thaimi and Angula crept away from that place. And ran towards their village.","Katika kijiji cha Ombalantu paliishi msichana aliyeitwa Thaimi. Siku moja, yeye na ndugu yake aliyeitwa Angula, walienda kuchota maji. Thaimi alipokuwa akijaza chungu chake Angula aliona sungura. Alimkimbiza, lakini unadhani angeweza kumshika huyo sungura? Sungura alikuwa na mbio kumshinda. Chungu cha Thaimi kilijaa maji. Sasa alikuwa tayari kwenda nyumbani. Aliangalia kila upande akamkosa Angula. Hakujua alikokwenda. Lakini aljiua kwamba hangeenda nyumbani bila ndugu yake mdogo. Aliangalia kila mahali lakini hakumwona. Kwa hivyo, alianza kazi ya kumtafuta. Alitembea lakini hakumpata. Lakini hatimaye alimpata akilala kwenye nyasi nyuma ya kichuguu kikubwa. Alipokuwa anamkaribia Thaimi alimwashiria kwamba anyamaze. Mbona anyamaze? Hapo karibu, kulikuwa na kundi la vijana waliokuwa wakipumzika. Walibeba mishale na nyuta... na mikuki! Thaimi aliweza kusikia sauti zao. Angula, Thaimi alimwita kwa sauti ya chini. “Wanaume hao ni wezi wa mifugo. Wamekuja kuiba ngombe wetu na kuchoma nyumba zetu. Njoo haraka. Lazima tukimbie nyumbani 3 waliondoka polepole kutoka tukawatahadharishe wanakijiji.” Basi","Omosubati oyomo narengeoo orenge korokwa Thaimi omenyete ekenyoro kia’ombalantu. Rituko erimo akagenda namomura omwabo, Angula kobucha amache. Ekero riria Thaimi arenge goichoria amache ase enyongo yaye Angula akarora egesusu. Agakeminyokia. Akaminyoka, akaminyoka nakominyoka – korende orengerereti nkobwata arenge egesusu keria? Egesusu keria nigo kiarenge nechimbero komobua. Enyongo eria ya Thaimi egaichora nere akaba tayare koirana nka. Akarigereria kera ase korende tarochi Angula. Tamanyete ase achiete. Korende namanyete buya buna tabwenerete kogenda nka batari namomura omwabo omoke. Igo agatora enyongo eria akagenda komorigia naende. Agatara, agatara naende agatara. Omoerio akamorora karaire obonyansi ime magega y’ekegege. Kagendererete gocha ang’e akamoorokia nekiara ase ebikoba biaye buna akire. Ninki gose atakerete akire? Ang’e nabarabu egekundi ki’abasacha bande mbarengeoo batimogete. Abasacha baria nigo babwate obota nenchinsara...na amatimo! Thaimi nabo arenge koigwa buna barenge kogamba. “Angula,” akamonya, magega yokoigwa ake igo igoro yabo. “Abamura baria nabaibi. Bachire koiba chiombe chiato nagosamba",Literature
