concept_id,English,Ekegusii,source
119450,"Every prudent man acts from knowledge, but a fool exposes folly.","Omonto omong’aini nigo agokora emeremo yaye ne chiseemi, korende omonto omoriri nigo akoraria oboriri bwaye.",Trilingual-Bible
139016,Tanga Tanga MPs have rejected the divisive public participation forums on the BBI.,Ababunge ba Tanga Tanga batebire ebagochi goikerana emesangererekano ya BBI,ENG-EKE
134325,"And they sent into every coast of Samaria, to Konae, to Beth-horon, Belmaim, Jericho, to Choba, Aesora, and to the valley of Salem;","Bakaira ogokuurera ase chinsemo chia Samaria, emechie y’Ekona, Esora, amo nerikura ria Salemu.",ENG-EKE
143610,"However, Edwin Mongare stated that he is the father of the child and believes there is something wrong because of the pain his wife experienced.",Boigo Edwin mongare oyio ore ise omwana oyio nigo ayegania eserekari gwesoia gati koenekia buna inkonyora bare oboene.,ENG-EKE
119726,"Don’t befriend a hot-tempered man. Don’t associate with one who harbors anger,",Tobaisa gokora obosani n’omonto ore omwango ase okobeea gose tobaisa kogeenda amo n’omonto ore nekeririanda.,Trilingual-Bible
113976,so that the priests could not stand to minister by reason of the cloud; for Yahweh’s glory filled God’s house.,"goika abakuani tibarenge konyara kogenderera nobokoreri bwabo ase engencho ye riire riria, ekiagera obonene bw’Omonene bwaichorete ase enyomba ya Nyasae.",Trilingual-Bible
118209,"A Prayer of the afflicted, when he is overwhelmed and pours out his complaint before Yahweh. Hear my prayer, Yahweh! Let my cry come to you.","(Omonto ochandegete okorera ase Omonene) Aye Omonene, igwa ogosaba kwane; ekerero kiane tiga geike asore.",Trilingual-Bible
136288,"Fire, hail, famine, and death— all these are created for vengeance—","Omorero, embura yamagena, enchara n’oborwaire; ebi bionsi nigo biatongetwe bibae Mwanyabaanto egesusuro.",ENG-EKE
110502,"One of the sons of Ahimelech the son of Ahitub, named Abiathar, escaped and fled after David.","Korende Abiatari bweka ase basinto b’Ahimeleki bw’Ahitubu, ere agatooreka, agatama gochia ase Daudi.",Trilingual-Bible
144945,There were times when it was forbidden. But today mothers and daughters share meat and drinks. That woman who refuses to give her daughter a portion of the food is considered bad. She shouldn't deny her child the benefits of her age.,Tari igo rioka. Naboigo mama omwabo omosubati nkobogoria are amaru ne enyama. Omomura oyo omonywomerete otaori obosie bwe egechuri ogacha mwaye. Omanya kobutora obokima bwa igoro mwaye.,ENG-EKE
116276,“I made a covenant with my eyes; how then should I look lustfully at a young woman?,Inche nakorire okobwatana kw’ogotianania namaiso aane ng’a tinkorigereria omoiseke omwekungi ase okomogania.,Trilingual-Bible
132620,"has at the end of these days spoken to us by his Son, whom he appointed heir of all things, through whom also he made the worlds.","korende ase amatuko aya y’omoerio okwanire naintwe goetera ase Omwana oye. Ere oyo Nyasae aragete koba omonyamwando bw’ebinto bionsi, na goetera asare agatonga ense.",Trilingual-Bible
116243,I smiled on them when they had no confidence. They didn’t reject the light of my face.,Ekero konya berusirie moyo nigo narenge kobasekera; obwasioku bw’obosio bwane tibabosieereretie.,Trilingual-Bible
134989,"give me wisdom, her who sits by you on your thrones. Don’t reject me from among your servants,",Nigo ngogosaba onge obongaini obwo bore ensemo yekerogo kiao ki’obonene; tobaisa konyanga inche gati y’abasomba bao.,ENG-EKE
119357,"Wise men lay up knowledge, but the mouth of the foolish is near ruin.","Abanto abang’aini nigo bakogaacha chiseemi, korende omonwa bw’omonto omoriri nigo okorenta ogosirigwa ang’e.",Trilingual-Bible
134871,"For even if they grow branches and flourish for a season, standing unsure, they will be shaken by the wind. They will be uprooted by the violence of winds.","Nabaisa kobeka amato, nigo arabe aye egeka egeke barabwo nigo baranyegerigwe n’embeo nagotogoka.",ENG-EKE
137543,"He came out from there, and came to Damascus, and took his journey through all the country.","Erio akarwa agwo akageenda goika Damesiki, ase okwemanyia ensemo eyio yonsi.",ENG-EKE
101396,Judicial leadership endorsed IPOA's mandate and pledged support for stronger cooperation between the judiciary and the oversight body.,Abatenereri bokogamba ebina mbaete okoboko ekeombe keria gietenererete kia abasikari (IPOA) buna kegokora emeremo na koenekia kobasira ase okobwaterana gti yechikoti nebiombe biria bikomongera obokoreri bwabo.,PSA
130702,"Yet, looking to the promise of God, he didn’t waver through unbelief, but grew strong through faith, giving glory to God,","gose tabeete na tang’u‐tang’u chinde ase eira eria ya Nyasae ase ogotegena, korende nigo abegetwe chinguru ase okwegena kwaye, akamotogia Nyasae.",Trilingual-Bible
137260,"So Judas chose Eupolemus the son of John, the son of Accos, and Jason the son of Eleazar, and sent them to Rome, to establish friendship and alliance with them,","Bono Yuda, akabachoora Eupolemo mosinto o Yohana omoochokoro bwa Akosi, Yasoni mosinto bwe Eliezari, akabatoma Rumi koroisia okobwatana bw’obosani na okobwaterana na Abaroma.",ENG-EKE
141048,"Before a large plot of land is allowed to be ruined, look for a small piece of land to cultivate. The stories about that small piece of land, the property will be protected. Because of this, seeds are sown. The fruits of those seeds are harvested, a large tree grows and provides shade.","Korwa abwo, omobere bw’ omogaka oyo orentwa na gosoigwa mw’ mosera ibu [ omokung'u ] omonene ritangani. Korende onye mosera ibu tari moyo, omokung'u o kabere ori ore moyo nao omobere orenge koirwa.",ENG-EKE
115894,"Then Eliphaz the Temanite answered,","Erio Elifasi Omotemani akairaneria, akabora:",Trilingual-Bible
109285,"The handle also went in after the blade; and the fat closed on the blade, for he didn’t draw the sword out of his body; and it came out behind.","Omoyio oyio okarimera ime amo n’egete, na ebitinya bienda y’omorwoti bikayotuba, ekiagera Ehudi tarenge koyosomora korwa ase enda y’omorwoti oria goika omoyio oria okaorokera magega.",Trilingual-Bible
145358,"6. Ngachi gotiga eeh baba Ngachi gotiga, eeh eeh Kori amara eeh baba Ngachi gotiga, eeh eeh Ng'a nintamwe eeh baba Ngachi gotiga eeh eeh","6. Ngachi gotiga eeh baba Ngachi gotiga, eeh eeh Kori amara eeh baba Ngachi gotiga, eeh eeh Ng'a nintamwe eeh baba Ngachi gotiga eeh eeh",ENG-EKE
124704,But I will tell you that which is inscribed in the writing of truth. There is no one who holds with me against these but Michael your prince.,"Nonya nabo ninkworokie ayariikire ase Egetabu gi’Ekeene. Onde tari oranyare gonkonya otatiga Mikaeli, omogambi oino.",Trilingual-Bible
127842,"“As you would like people to do to you, do exactly so to them.","Naende buna morigetie abanto babakorere inwe, nainwe mobakorere bo.",Trilingual-Bible
113582,"For you, my God, have revealed to your servant that you will build him a house. Therefore your servant has found courage to pray before you.","Aye Nyasae one kwang’orokeirie inche omosomba oo, ng’a nong’agachere enyomba. Ase ayio inche, omosomba oo, nabeire noboremu ase enkoro yane kogosaba ogosaba oko.",Trilingual-Bible
132296,Don’t despise prophecies.,"Timochaaya obobani,",Trilingual-Bible
121232,"He cuts down cedars for himself, and takes the cypress and the oak, and strengthens for himself one among the trees of the forest. He plants a cypress tree, and the rain nourishes it.","Omonto nigo akogenda ase rinani ogecha emecharake, gose bwechorera Emealuni, oyetiga egokina agwo ase rinani, gose bwesimekera omobunduki, embura yaba ekoyokinia.",Trilingual-Bible
145381,Here is the information:,Aya amwabo aya:,ENG-EKE
115735,He is green before the sun. His shoots go out along his garden.,"“Nabo akoreereta buna ekemeri kere ase omobaso, ekio gekoranda ase omogondo bwonsi;",Trilingual-Bible
117802,"I will open my mouth in a parable. I will utter dark sayings of old,","Inche ninkwane ase omoreng’anio, nigo ndakwane ase emebayeno ya kare.",Trilingual-Bible
136667,"Learn where there is wisdom, where there is strength, and where there is understanding, that you may also know where there is length of days and life, where there is the light of the eyes and peace.","Eegerie korwa ase chisemi, obomanyi n’echinguru bikonyorekana. Erio aye omanye ase oranyore obogima obuya obotambe, oborabu bokorae boigo n’omorembe.",ENG-EKE
141458,"By doing so, that person gains wisdom. Therefore, they should be treated with kindness and respect, especially during difficult times.","4. Gochia nyangi: Eke nakio ke' eng'encho ase omware. Obotuko bw' okorwera nyomba, omware nigo arenge gokorerwa ebinto gente erinde koenekia gose obeire omomura. Nigo atakeire gosimora ebiundi korwa ase amakara arenge gwooka. Korwa abwo, nigo arenge koegwa emeri amo na amatunda amaororo erinde atakune.",ENG-EKE
103633,"Leah said, “God has endowed me with a good dowry. Now my husband will live with me, because I have borne him six sons.” She named him Zebulun.","Erio Lea akabora: “Nyasae ong’eire ekeegwa ekiya; bono omosacha one nansike, ekiagera namoiboreire abana abaisia batano nomo.” Ase igo, akamoroka Sabuloni.",Trilingual-Bible
117461,They have prepared a net for my steps. My soul is bowed down. They dig a pit before me. They fall into the middle of it themselves. Selah.,"Ababisa bantegeire oboreba ase ngoeta, bamionogoreire inse. Bakunyire eirima ase enchera yane, korende mbarabwo abanyene bagure imeo.",Trilingual-Bible
144271,"That person who is greedy should not be allowed to speak badly about Ekegusii lest it be destroyed. It is said that when someone is circumcised, meat is eaten, the intestines are removed from the abdomen and given to young men and women to eat, and then the circumcision is completed with respect for the intestines, and this gift is given so that they do not steal meat and eat it secretly.","Bono omogaka oye konyora ataratindekwa goika Ekegusii kiabetereretwe gekorwe. Obosi nigo bware kwengwa, enyama yanyenywa, nyagosira osaragwa ekebende na mokaye omena amanyinga aya na koyamera, obosi bwabekwa okobogoko gwo okorio kwa nyagosira, omokungu oyo omena naende omanya koegwa enyama embese na koyemera bogara egere tacha goita abasacha bande.",ENG-EKE
106207,"“Command the children of Israel, that they bring to you pure olive oil beaten for the light, to cause a lamp to burn continually.","“Chiika Abaisraeli ng’a barente amaguta amaya amitire korwa ase amazeituni akobekwa ase chitaaya, erinde chigenderere gwoka botaambe.",Trilingual-Bible
146090,|Colossians,|Colossians,ENG-EKE
109082,"The children of Gershon had thirteen cities by lot out of the families of the tribe of Issachar, out of the tribe of Asher, out of the tribe of Naphtali, and out of the half-tribe of Manasseh in Bashan.","Abagerisoni bakanyora emechie ikomi na etato korwa ase chiamate chi’egesaku gia Isakaru, na egi’Aseri, na ekia Nafutali, na ekeng’ese ki’egesaku kia Manase agwo Basani, buna obomera bwabagwerete.",Trilingual-Bible
128976,"He who eats my flesh and drinks my blood lives in me, and I in him.","Oyokoria omobere one na konywa amanyinga aane nigo akomenya ime yane, na inche ime yaye.",Trilingual-Bible
135322,Don’t reject a suppliant in his affliction. Don’t turn your face away from a poor man.,"Tibwanga komokoonya omonto okogosaba egento ere kare n’okogania, gose komoa egento getaisainie okogania kwaye.",ENG-EKE
134693,"All Israel cried with all their might, for death was before their eyes.","oyio gwatooretie korwa Misiri erinde obe oyoo, igwa okogombereria kwane",ENG-EKE
109884,"She said, “He gave me these six measures of barley; for he said, ‘Don’t go empty to your mother-in-law.’”","Naende agateeba, “Boazi nigo anteebia ng’a tinkonyara koirana gocha asore namaboko amasa. Ase igo ong’a esairi eye ebitita bitano na ekemo.”",Trilingual-Bible
140952,"Furthermore, that servant who is disloyal may be dismissed, and anyone who does wrong will be punished accordingly, so that they learn to behave.","Komenta nayio, omokungu oyo nyagotwangwa arenge kobwata omwana kwaa, ekero agoitwa, nigo are gotiga goitwa ekiagera okwo nakwo okwoorikia buna osabire okwabera.",ENG-EKE
119100,We’ll find all valuable wealth. We’ll fill our houses with plunder.,"Erio tonyore chinibo chionsi chie rigori rinene, toichorie chinyomba chiaito nebisakorwa ebio.",Trilingual-Bible
102056,"An encyclopedic overview documented causes, fatalities, economic triggers, and arrest numbers from the 2025 protests.","Amangana ase oboamo arigetwe naorogetie ekiaretete, omkoumia kwabanto, okomigwa kiuchumi kebogoko buna egesegeto, na enamba ya baria babwatetwe ekero giokoroberereka kwa 2025.",PSA
136694,"Be of good cheer, my people, the memorial of Israel.",Ee omoyo inwe abanto bane; abwo mokorenda erieta ria Israeli.,ENG-EKE
105912,"Yahweh spoke to Moses and to Aaron, saying,","Eri’Omonene agakwana na Musa na Aroni, akabateebia,",Trilingual-Bible
133339,"These are hidden rocky reefs in your love feasts when they feast with you, shepherds who without fear feed themselves; clouds without water, carried along by winds; autumn trees without fruit, twice dead, plucked up by the roots;","Abanto aba nebitare bikogocha ase emeyega yaino y’obwanchani, kobagokora emeyega amo nainwe batari nokoiroka, bakwerisia barabwo abanyene. Abanto aba namare atari nembura akoirwa nembeo, na emete yaarorokire amato etari namatunda, yakuure ara kabere, na gosimorwa kegima.",Trilingual-Bible
116456,"Its noise tells about him, and the livestock also, concerning the storm that comes up.","Ekerundo gi’okomesa nigo gekoraria igoro ya Nyasae, nonya ne ching’iti nigo chikomanya ng’a ekerundo ngocha kere.",Trilingual-Bible
133040,searching for who or what kind of time the Spirit of Christ which was in them pointed to when he predicted the sufferings of Christ and the glories that would follow them.,"Bakarigia nkero ki, naende nkero kenga buna kere ki, Omoika o Kristo, oyorenge ime yabo, oorogetie, ekero otang’anete koba kirori igoro y’ogochandwa gwa Kristo, na obonene obwo borache koba magega y’ayio.",Trilingual-Bible
103396,"The man looked steadfastly at her, remaining silent, to know whether Yahweh had made his journey prosperous or not.","Erio omonto oria akamobeta amaiso, akaba okirete kiri, erinde amanye gose Omonene osesesenirie orogendo rwaye, gose taibo.",Trilingual-Bible
104270,"“Issachar is a strong donkey, lying down between the saddlebags.","“Isakaru netigere ere ne chinguru, ekorara obweri bwe chitugo.",Trilingual-Bible
123005,"“From on high has he sent fire into my bones, and it prevails against them. He has spread a net for my feet. He has turned me back. He has made me desolate and I faint all day long.","“Otomire omorero korwa igoro osambire amauga aane oyabuire, otegire oboreba ase amagoro aane; ong’iranirie magega; ontigire inde bosa, ntari ne chinguru nde n’obororo omobaso boira.",Trilingual-Bible
144952,"Do you know the Basigisi and the Baminto? Has the Kabianga river burst its banks? Does diarrhea bother you? Yes, in those days, when the Kabianga river overflowed, Gamama and also diarrhea were severe.","Imomanyete inga Abasigisi na abaminto? Ingai erieta ria Kabianga riarwete? Esegi yo Osao Sao (diarrhea) rende? Ase e semesta ya rero, ingoitona tore omochakano bwe erieta Kabianga, Gamama amo ne Esegi yo Osao Sao buna yare.",ENG-EKE
141665,Those who understand these things should believe. The grace of our Lord reminds us that we need to know Christ and eternal life…,Okomanya amachiko aya atato oka taisaini. Ogochika gwa kane nigo gogokomanyia buna oranyare komonyora Kristo ase obogima bwao...,ENG-EKE
107922,"You shall teach them to your children, talking of them when you sit in your house, when you walk by the way, when you lie down, and when you rise up.","Moyorokererie abana baino, mobe mokona‐koyairanerera ekero moikaransete ase chinyomba chiaino, n’ekero more ase orogeendo, n’ekero mogochia korara, n’ekero mokobooka.",Trilingual-Bible
136336,"Have regard for your name, for it continues with you longer than a thousand great treasures of gold.","Aye oria erieta riao ri’esiko ekiagera rirorio inarigotigarere, inarimenye goetania emonga elifu eyemo y’echitaabu.",ENG-EKE
124138,"So the house of Israel will know that I am Yahweh their God, from that day and forward.","Ase rituko erio na kogenderera botambe, Abaisraeli mbamanye ng’a inche ninche Omonene, Nyasae obo.",Trilingual-Bible
107344,"and their meal offering and their drink offerings for the bulls, for the rams, and for the lambs, according to their number, after the ordinance,","Mochirue amo n’okoruegwa kw’endagera na okw’ebinyugwa gochiikire koruegwa amo ne chieri chiria, ne chimingichi chiria, ne chimanwa chimingichi chiria koreng’ana nomobaro obo. Boigo mochirue koreng’ana nomoroberio ochiikire.",Trilingual-Bible
143601,"the boundary dispute in question was brought to the attention of the county government which ruled that the disputed plot belongs to the complainant and several witnesses testified that the plot has been occupied for over 10 years at a cost of sh2,000 per month for four generations","korengan anerichiko erio riyia riebango riabekwa neserekari yekaonty ya nigo rigoteba buna chin=gari chikoimoia omochanga ekogoto nbint binde biooiya biokoagacha,, ase egari koimokia goetania chitani 10 Sh2,000 mamincha nechimii 4 bagaakanigwe abwo ritangani",ENG-EKE
137184,"There were only a few people left in the sanctuary, because the famine prevailed against them, and they were scattered, each man to his own place.",Endaagera ekabora goika abanto bande bakabetererigwa koirana gochia ase chinka chiabo; bagatigara abanto bake igo ime ase Hekalu.,ENG-EKE
144585,"It belongs to the group of plants called Gnetophyta which are related to conifers (Pinophyta). Gnetophyta has three families with similar characteristics: Gnetum vines with shiny leaves, Ephedra - with branches resembling Welwitschia's stems.","Nigo chigotoka ase ekemeri egekoro gia Gnetophyta ebi bire oboiribwang’e ne chikonifa chikorokwa (Pinophyta). Gnetophyta ebwate ebisaku bitato ebing’ao ekero okorigereri okororekana kwabo: Gnetum lianas ebwate amato amororo, Ephedra – ebwate amagwa amona Welwitschia enyene.",ENG-EKE
133201,"If we say that we have fellowship with him and walk in the darkness, we lie and don’t tell the truth.","Onye togoteeba ng’a twabwatanire nere, naende togendererete ase omosunte, igo twatebiire oborimo, gose ayare ay’ekeene titori koyakora.",Trilingual-Bible
136480,"So they glorified him for his tens of thousands, and praised him for the blessings of the Lord, in that a glorious diadem was given to him.",Abanto bakamotogia ase ogoita ababisa ikomi na komochengera ase amasesenigwa y’Omonene ekero abekeretwe egobia y’oborwoti.,ENG-EKE
100245,Floods kill animals and spread disease. Move herds to higher ground and disinfect pens after floods.,Omogoko omonene nigo ogoita etugo na okoranda kwendwarim yetugo. Siarera obweri eriogo motwe yemegoko.,PSA
123331,"When the cherubim went, the wheels went beside them; and when the cherubim lifted up their wings to mount up from the earth, the wheels also didn’t turn from beside them.","Ekero ebitongwa bibwate chimbaba baria barenge kogenda naboigo na amagoro aria naro arenge goeta mbarabare yabo, na ekero ebitongwa bibwate chimbaba baria barenge korambora chimbaaba chiabo ase okoimoka gochia igoro, amagoro aria tarenge gwatananeka korwa ase bare.",Trilingual-Bible
111977,"In the third year of Asa king of Judah, Baasha the son of Ahijah began to reign over all Israel in Tirzah for twenty-four years.","Ase omwaka o gatato bw’okogaamba gw’Asa, omorwoti bw’Abayuda, Baasa, mosinto bw’Ahiya, agachaaka kogaambera Abaisraeli bonsi agwo Tirisa, na akagaamba ase engaki y’emiaka emerongo ebere na ene.",Trilingual-Bible
141341,"In that story, the chief refused to allow anyone to settle in Gasuko, including the Suba people, and the followers of Omongeresa. Gasuko supported Omongeresa, but Chief Angwenyi refused to let them settle in the Getembe area.","Engaki eyio, omogaka narenge aroro ore korokwa Gasuko, oyio orenge Omosoba (Suba) naende omokirimani bwo Omongeresa. Gasuko agatebia Omongeresa buna omogaka Angwenyi nere ore kogamba ase ensemo eyio ya Getembe.",ENG-EKE
110212,"If they say this to us, ‘Wait until we come to you!’ then we will stand still in our place and will not go up to them.","Kobaratoteebie: Tenena agwo moganye, intwe tochiche ase more; erio totenene aase aito, titogenda ase bare.",Trilingual-Bible
137950,"The king fell into a rage, and commanded that pans and caldrons be heated.",Amang’ana ayio akagechia omorwoti mono goika agachiika chisuguria chibekwe omorero omotindi;,ENG-EKE
127103,"When his disciples heard this, they came and took up his corpse and laid it in a tomb.","Ekero aborokigwa ba Yohana baigwete amang’ana aya, bakagenda bakabogoria egetondo, bakagetindeka.",Trilingual-Bible
100663,Hilly areas like Murang'a are prone to landslides. Avoid building on steep slopes and heed evacuation warnings during heavy rains.,Chinsemo chimogete iguru buna Murang'a naororo konyora okwanyoka kweriroba.Kabe are nechinyomba chiagachire ase aimogete igoro naende igwera chinchera chigokurera ekero kiembura enene.,PSA
120553,"The light of Israel will be for a fire, and his Holy One for a flame; and it will burn and devour his thorns and his briers in one day.","Oborabu bw’Abaisraeli mboonchoke bobe omorero, na oyore Omochenu obo nabe ekebemberi ki’omorero. Omorero oyio nosambe na gosiria amagwa na amageri ase rituko erimo.",Trilingual-Bible
106043,"The land was defiled. Therefore I punished its iniquity, and the land vomited out her inhabitants.","Ogokora kwabo gokarentera ense eria ogotacheneka, na inche nkayea egesusuro ase engencho y’ogosaria okwo, na ense eyio ekaanga tiyatwara abanto bamenyeteo, korende ekabaseria.",Trilingual-Bible
107308,"and their meal offering, fine flour mixed with oil, three tenths for each bull, two tenths for the one ram,","Amo nekeng’wanso ekio morue okoruegwa kw’endagera, obosie obonuke bwochoganirie n’amaguta ’amazeituni. Amo na kera eeri morue obosie ebimunu bitano na kemo, na amo nemingichi eria obosie ebimunu bine,",Trilingual-Bible
103377,"Abraham said to his servant, the elder of his house, who ruled over all that he had, “Please put your hand under my thigh.","Aburaamu akarangeria omosomba oye oyo konya omokoreire ase emiaka emenge mono, na omorenderete enibo yaye yonsi, akamoteebia: “Beka okoboko kwao inse y’ebinama biane,",Trilingual-Bible
101214,"This publication describes climate-smart agriculture (CSA) case studies from around the world, showing how the approach is implemented to address challenges ...","Egatabu eke nigo geworokereria igoro yoboremi borengete ogsareka kwerire (CSA) ebikworokereria korwa chingongo aoao chience, chikworokia bua omoroberio oyo ogokorwa gokonya omochando oyo ...",PSA
146431,Articles of Faith in Kisii,Articles of Faith in Kisii,ENG-EKE
111498,"So their blood will return on the head of Joab and on the head of his offspring forever. But for David, for his offspring, for his house, and for his throne, there will be peace forever from Yahweh.”","Ase ayio, egesusuro gi’okomocha kw’ogoitera amanyinga nkebe igoro ase Yoabu, naende kebe igoro ase ororeeria rwaye goika kare na kare. Korende ase Daudi, na ororeeria rwaye, na enyomba yaye, na ekerogo kiaye ki’obonene, omorembe okorwa ase Omonene nobeo kare na kare.”",Trilingual-Bible
119362,"In the multitude of words there is no lack of disobedience, but he who restrains his lips does wisely.","Omonto ogokwana amang’ana amaange tari komocha korenta ogosaria, korende oyo orendete omonwa oye nigo are omong’aini.",Trilingual-Bible
114726,"The children of Elam, one thousand two hundred fifty-four.","aba orwa Elamu: elifu eyemo, na amagana abere, na emerongo etano, na baane (1,254);",Trilingual-Bible
110713,"They cut off his head, stripped off his armor, and sent into the land of the Philistines all around, to carry the news to the house of their idols and to the people.","Abafirisiti bakabutora omotwe o Saulo, bakaira na ebirwanero biaye, erio bagatoma abanto bararie amang’ana ayio ase ense yonsi y’Abafilisti, ase Hekalu y’emegwekano yabo bagosasiima, na ase abanto.",Trilingual-Bible
111537,"Then the woman whose the living child was spoke to the king, for her heart yearned over her son, and she said, “Oh, my lord, give her the living child, and in no way kill him!” But the other said, “He shall be neither mine nor yours. Divide him.”","Erio omokungu oria omwana oye areenge moyo, ekiagera anchete omwana oye mono, agateebia omorwoti, “Aye omorwoti, Omonene, tobaisa goita omwana, kae omokungu oyo omwana oyo ore moyo.” Korende oria onde agateeba, “Omwana takoba oyone, gose oyoo; tiga anachanwe.”",Trilingual-Bible
118437,Gilead is mine. Manasseh is mine. Ephraim also is my helmet. Judah is my scepter.,"Gileadi neyaane, na Manase neyaane; Efraimu nekegogwa kiane gi’ekioma, na Yuda nenyimbo yane y’obogaambi.",Trilingual-Bible
103057,"Come, let’s go down, and there confuse their language, that they may not understand one another’s speech.”","Eta togende toike inse ase bare, tobatantanie ase omonbwa obo tibaigwana ase chinkwana chiao barabwo ase barabwo.”",Trilingual-Bible
142327,"13 Are they servants of Christ? I speak as a fool—I am too. 14 Has Satan disguised himself as an angel of light? It is not surprising, for even Satan disguises himself as an angel of light. 15 It is not surprising, then, if his servants disguise themselves as servants of righteousness. Their end will be what their actions deserve. 1 Thessalonians 3:5",Mathayo 13:25,ENG-EKE
105283,"keeping loving kindness for thousands, forgiving iniquity and disobedience and sin; and who will by no means clear the guilty, visiting the iniquity of the fathers on the children, and on the children’s children, on the third and on the fourth generation.”","Nigo agokorera ebiare chilifu obwanchani botari koera; ere nigo akwabera amamocho, na ogosaria, na ebibe, korende tagotiga koa abana na abachokoro egesusuro goika ekiaare kia gatato na egia kane ase engencho y’amabe ’abaibori babo.”",Trilingual-Bible
103819,The sons of Bilhah (Rachel’s servant): Dan and Naphtali.,"Abana abamura ba Bilia, omoiseke omosomba o Raeli, nabwo Dani na Nafutali.",Trilingual-Bible
127475,"For many gave false testimony against him, and their testimony didn’t agree with each other.","ekiagera abange bakomoteebera oborimo, na oborori bwabo tibwabwatana.",Trilingual-Bible
144669,"This reporter refuses to rest, gets excited and jumps around refusing to be calmed down. Because of this, this life seems like it won’t end, he continues chasing after it. Despite all this, those people, the old man who was persistent has been honored with all these years.","Omoremi oyo agaansa gokura, ogochachana na gotumatuma gaansa korurwa. Korwa abwo, omoyo okaamba gokwa nga tagenda mogondo, airane gochia bwoye. Nonya nabo igo, mbarabare abwo, omogaka oyomo narengeo oyatengerete amakore aya onsi.",ENG-EKE
102404,Provide aids! Supply sign language tools for deaf students.,Karwe ebinto biria bigokonya abana abaremaru! Karwe bikworokereria chisaini ase abana emeuko.,PSA
119127,"He lays up sound wisdom for the upright. He is a shield to those who walk in integrity,",Abare ne chinkoro chindonge Omonene nigo abagacherete obong’aini oboikeranu. Ere nigo are enguba ase abanto abwo bagotaara ase oboronge.,Trilingual-Bible
132575,"instructing us to the intent that, denying ungodliness and worldly lusts, we would live soberly, righteously, and godly in this present age;","Obo nigo bogotworokereria okwanga amang’ana atari y’obonyasae ase obomenyo bwaito, na okogania okobe gw’ense eye, erinde tonyaare kwerenda ase onsi, na koba noboronge amo ne chingeencho chi’obonyasae ime ase ense eye,",Trilingual-Bible
115498,So the king and Haman came to banquet with Esther the queen.,"Ase igo, omorwoti na Hamani bakagenda koria endagera amo n’Esiteri eting’ana.",Trilingual-Bible
110368,"When Saul saw David go out against the Philistine, he said to Abner, the captain of the army, “Abner, whose son is this youth?” Abner said, “As your soul lives, O king, I can’t tell.”","Ekero Saulo aroche Daudi okogenda korwania Omofilisti oria akabooria Abineri, omochiki bw’emeganda y’abarwani: “Abineri, omosae oyo, noyo ng’o”? Abineri akamoiraneria: “Aye omorwoti, ekeene buna ore moyo, inche timomanyeti.”",Trilingual-Bible
115239,"Yet for all this, we make a sure covenant, and write it; and our princes, our Levites, and our priests, seal it.”","Ase engencho y’amang’ana ayio onsi, bono nigo togokora okobwatana gotari koonchoka na tokorike, erinde abanene baito amo n’Abalawi baito, na abakuani baito, babeeke ebimanyererio biabo ase korokwo.",Trilingual-Bible
141060,Bwabokire Obwanchani Bori Bwakare Lyrics,Bwabokire Obwanchani Bori Bwakare Lyrics,ENG-EKE
125201,"“Arise, go to Nineveh, that great city, and preach against it, for their wickedness has come up before me.”","“Imoka ogende Ninawi, omochie oria omonene, oake eriogi ri’okoyokuurera, ekiagera ogokora kwaye okobe gwaikire ase obosio bwane.”",Trilingual-Bible
128155,"“Don’t be afraid, little flock, for it is your Father’s good pleasure to give you the Kingdom.","“Timoiroka inwe abamore omoganda omoke, ekiagera Iso oino ororire buya kobaa oborwoti.",Trilingual-Bible
142879,18. So they arrested the apostles and put them in jail.,"14. onye abanene, buna batomirwe nere okobaakania egesiomba abakori amabe nakobatogia abakori amaya;",ENG-EKE
129227,"So they took away the stone from the place where the dead man was lying. Jesus lifted up his eyes and said, “Father, I thank you that you listened to me.","Nabo bakarusia rigena riria. Yeso akaimokia amaiso aye igoro, akabora, “Tata, nakoiraneria ng’a mbuya mono, ekiagera okonyigwa.",Trilingual-Bible
106884,"“Speak to the children of Israel, and tell them, ‘When you come into the land where I bring you,","“Kwana n’Abaisraeli, obateebie: Ekero moraike ase ense eria ase ’ngochia kobaira,",Trilingual-Bible
144655,"My brother, you are the most idiotic human ever born by a Kisii woman. Boss, how could you buy a brand new Range Rover worth Ksh15million for a woman/agasagane? It's truly shocking. The sons of Kisii are ashamed of this act.","My brother, you are the most idiotic human ever birthed by a Kisii woman. Boss, how could you buy a brand new Range Rover worth Ksh15million for a woman/agasagane? Yaa gwatoiyeirie pi. Basacha bagusii ntwakabeire igo.",ENG-EKE
142466,"For it is by grace you have been saved, through faith—and this is not from yourselves, it is the gift of God. Philippians 2:7-8",Nigo twegenete ng’a Yesu nigo gikeranetie obobani bwa Isaya igoro y’ogocha kwa masiha. Nere ore omobere bw’eira buna yaikeranetigwe. Buna Yohana Omubatisi atebete “Roho Omwana o Nyasae”!,ENG-EKE
142410,15. Their feet are swift to shed blood;,"Nabarabwo bachia koigwa, bakamoakera Nyasaye amariogi abo as'omoyo oyomo, bakobora, Omonene, naye gwakorete igoro nense nenyancha nebinto bionsi bire imeo:",ENG-EKE
